name,company,year,Price,kms_driven,fuel_type,transmission
HYUNDAI I10SPORTZ 1.2,HYUNDAI,2010,"3,23,799",62086 kms,Petrol,Manual
HYUNDAI SANTRO XINGGLS,HYUNDAI,2013,"2,87,099",45209 kms,Petrol,Manual
MARUTI ALTO K10LXI,MARUTI,2011,"2,54,299",66167 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2014,"3,34,199",66079 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2 KAPPA2,HYUNDAI,2010,"3,35,699",62936 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 KAPPA2,HYUNDAI,2012,"4,21,499",43142 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 KAPPA2,HYUNDAI,2012,"3,66,899",54131 kms,Petrol,Manual
HYUNDAI GRAND I10MAGNA 1.2 KAPPA VTVT,HYUNDAI,2016,"5,02,799",18546 kms,Petrol,Manual
MARUTI RITZVXI BS IV,MARUTI,2011,"3,60,299",60921 kms,Petrol,Manual
HYUNDAI GRAND I10MAGNA 1.2 VTVT,HYUNDAI,2016,"4,30,199",34448 kms,Petrol,Manual
MARUTI ,MARUTI,2018,"4,10,599",6428 kms,Petrol,
HONDA JAZZ1.2 V MT,HONDA,2015,"5,21,499",29519 kms,Petrol,Manual
FORD FIGO1.2 TITANIUM DURATEC,FORD,2013,"4,42,199",31710 kms,Petrol,Manual
MARUTI CELERIOVXI,MARUTI,2016,"4,24,199",30947 kms,Petrol,Manual
HYUNDAI GRAND I10ASTA 1.2 (O) VTVT,HYUNDAI,2014,"5,55,499",25381 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2016,"4,25,999",23213 kms,Petrol,Manual
HYUNDAI NEW SANTRO1.1 SPORTS AMT,HYUNDAI,2018,"5,50,499",17323 kms,Petrol,Manual
TATA NANOXT TWIST,TATA,2015,"2,26,599",26137 kms,Petrol,Manual
MARUTI CELERIOZXI,MARUTI,2015,"4,07,399",39598 kms,Petrol,Manual
HYUNDAI SANTRO XINGGL PLUS,HYUNDAI,2011,"2,46,099",69819 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2014,"4,04,499",27274 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2015,"3,29,799",41905 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2017,"3,89,899",32869 kms,Petrol,Manual
HYUNDAI GRAND I10SPORTS 1.2 VTVT,HYUNDAI,2016,"5,55,999",13532 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2013,"4,74,399",51646 kms,Petrol,Manual
MARUTI DZIREVXI,MARUTI,2018,"6,80,299",23838 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2016,"3,39,899",36800 kms,Petrol,Manual
HYUNDAI XCENTS 1.2,HYUNDAI,2014,"4,97,799",41516 kms,Petrol,Manual
HYUNDAI EONMAGNA PLUS,HYUNDAI,2015,"3,00,399",43825 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 KAPPA2,HYUNDAI,2011,"4,04,499",31738 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2016,"4,20,299",27428 kms,Petrol,Manual
HYUNDAI GRAND I10ASTA AT 1.2 KAPPA VTVT,HYUNDAI,2015,"4,93,599",35879 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2012,"2,84,399",58683 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2015,"3,52,299",46146 kms,Petrol,Manual
TATA ,TATA,2019,"6,15,799",13985 kms,Petrol,
CHEVROLET BEATLT PETROL,CHEVROLET,2011,"3,36,699",55009 kms,Petrol,Manual
HYUNDAI NEW SANTRO1.1 SPORTS AMT,HYUNDAI,2019,"5,88,399",10854 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 AT,HYUNDAI,2009,"3,73,799",34607 kms,Petrol,Automatic
MARUTI RITZVXI BS IV,MARUTI,2014,"4,20,099",52410 kms,Petrol,Manual
MARUTI CELERIOZXI OPT,MARUTI,2017,"4,89,899",26716 kms,Petrol,Manual
MARUTI EECO5 STR WITH AC PLUSHTR,MARUTI,2019,"4,85,099",6081 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 KAPPA2,HYUNDAI,2012,"4,15,299",65598 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2014,"2,60,299",48657 kms,Petrol,Manual
HYUNDAI I20MAGNA O 1.2,HYUNDAI,2011,"3,87,499",76229 kms,Petrol,Manual
MARUTI CELERIOVXI (O) AMT,MARUTI,2016,"5,03,599",30904 kms,Petrol,Automatic
MARUTI ,MARUTI,2018,"4,30,499",9861 kms,Petrol,
HYUNDAI I10SPORTZ 1.2 KAPPA2,HYUNDAI,2010,"3,36,699",65697 kms,Petrol,Manual
HYUNDAI GRAND I10SPORTZ 1.2 KAPPA VTVT,HYUNDAI,2014,"4,67,299",28276 kms,Petrol,Manual
HYUNDAI SANTRO XINGGLS,HYUNDAI,2008,"2,33,699",20719 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2013,"3,75,599",52421 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2012,"4,75,599",37736 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2012,"3,20,199",60412 kms,Petrol,Manual
MARUTI IGNISZETA 1.2 K12,MARUTI,2018,"6,33,099",7019 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2012,"4,69,299",39236 kms,Petrol,Manual
HYUNDAI NEW SANTRO1.1 SPORTS AMT,HYUNDAI,2020,"6,25,399",6248 kms,Petrol,Manual
HYUNDAI GRAND I10ASTA 1.2 KAPPA VTVT OPT,HYUNDAI,2015,"5,13,799",33077 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2013,"4,23,299",45342 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2 AT,HYUNDAI,2009,"3,07,399",26687 kms,Petrol,Automatic
HYUNDAI GRAND I10MAGNA 1.2 KAPPA VTVT,HYUNDAI,2017,"5,20,399",24590 kms,Petrol,Manual
HYUNDAI SANTRO XINGGL,HYUNDAI,2008,"2,30,299",60152 kms,Petrol + LPG,Manual
HYUNDAI ELITE I20ASTA 1.2,HYUNDAI,2014,"6,11,099",43542 kms,Petrol,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2014,"5,59,099",42551 kms,Petrol,Manual
MARUTI ALTO K10LXI,MARUTI,2011,"2,76,699",64152 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2012,"4,38,899",29624 kms,Petrol,Manual
MARUTI RITZLXI,MARUTI,2010,"3,49,499",61156 kms,Petrol,Manual
HYUNDAI ,HYUNDAI,2020,"7,45,599",2259 kms,Petrol,
HYUNDAI GRAND I101.2 ASTA (O) AT,HYUNDAI,2016,"5,88,599",26300 kms,Petrol,Automatic
MARUTI ALTO K10VXI,MARUTI,2014,"3,19,199",51984 kms,Petrol,Manual
HYUNDAI I20SPORTZ 1.2 VTVT,HYUNDAI,2012,"5,01,799",45323 kms,Petrol,Manual
HYUNDAI SANTRO XINGGL PLUS,HYUNDAI,2014,"3,40,799",51284 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2013,"4,54,799",41074 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2014,"3,63,199",46468 kms,Petrol,Manual
DATSUN REDI GO1.0 T(O),DATSUN,2017,"3,54,599",24376 kms,Petrol,Manual
HYUNDAI ,HYUNDAI,2018,"5,99,099",21147 kms,Petrol,
MARUTI DZIREZXI PLUS,MARUTI,2017,"7,16,899",27868 kms,Petrol,Manual
MARUTI CELERIOZXI AMT,MARUTI,2016,"5,22,999",24915 kms,Petrol,Automatic
TOYOTA ETIOS LIVAG,TOYOTA,2011,"4,68,799",20961 kms,Petrol,Manual
MARUTI CELERIOVXI AMT,MARUTI,2014,"3,93,799",63902 kms,Petrol,Automatic
MARUTI SWIFTVXI,MARUTI,2015,"4,97,999",24740 kms,Petrol,Manual
VOLKSWAGEN POLOGT TSI 1.2 PETROL AT,VOLKSWAGEN,2013,"6,23,999",45204 kms,Petrol,Automatic
VOLKSWAGEN POLOCOMFORTLINE 1.2L PETROL,VOLKSWAGEN,2011,"4,31,999",38263 kms,Petrol,Manual
HYUNDAI GRAND I10SPORTS 1.2 VTVT,HYUNDAI,2017,"5,39,699",14308 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2014,"5,17,399",21026 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2 KAPPA2,HYUNDAI,2011,"3,23,899",73153 kms,Petrol,Manual
HYUNDAI ELITE I20ASTA 1.4 CRDI,HYUNDAI,2015,"6,91,299",21983 kms,Diesel,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2013,"4,50,599",107116 kms,Diesel,Manual
HYUNDAI I20MAGNA 1.2 VTVT,HYUNDAI,2012,"4,47,299",38608 kms,Petrol,Manual
HONDA ,HONDA,2018,"6,93,499",19150 kms,Petrol,
HYUNDAI GETZ PRIME1.3 GVS,HYUNDAI,2008,"2,22,299",43423 kms,Petrol,Manual
HYUNDAI GRAND I10ASTA 1.2 VTVT,HYUNDAI,2018,"6,27,699",8776 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2018,"6,62,099",9236 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2011,"3,02,999",69882 kms,Petrol,Manual
MARUTI ALTO K10LXI,MARUTI,2010,"2,36,799",56300 kms,Petrol,Manual
MARUTI EECO5 STR WITH AC PLUSHTR,MARUTI,2019,"4,47,799",18812 kms,Petrol,Manual
HYUNDAI ELITE I20MAGNA EXECUTIVE 1.2 AT,HYUNDAI,2018,"6,99,399",24969 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2010,"2,57,999",57772 kms,Petrol,Manual
MARUTI CELERIOVXI AMT,MARUTI,2016,"4,65,799",39889 kms,Petrol,Automatic
MARUTI SWIFT DZIREVXI AT,MARUTI,2013,"4,32,099",71759 kms,Petrol,Automatic
HONDA CITYS MT PETROL,HONDA,2010,"4,15,599",67106 kms,Petrol,Manual
RENAULT DUSTERRXL PACK DIESEL 85,RENAULT,2013,"6,11,499",60187 kms,Diesel,Manual
HYUNDAI I10MAGNA 1.2,HYUNDAI,2010,"3,42,999",66322 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2014,"5,05,099",51232 kms,Petrol,Manual
MARUTI S CROSSZETA 1.3,MARUTI,2016,"7,25,899",31699 kms,Diesel,Manual
MARUTI SWIFTVXI,MARUTI,2018,"6,54,599",11089 kms,Petrol,Manual
HYUNDAI VERNAFLUIDIC 1.6 SX VTVT,HYUNDAI,2013,"5,94,599",24654 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2009,"2,48,299",34605 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2,HYUNDAI,2010,"3,15,499",67892 kms,Petrol,Manual
MARUTI RITZZXI,MARUTI,2009,"3,59,099",39996 kms,Petrol,Manual
HONDA JAZZ1.2 V MT,HONDA,2015,"6,20,099",24678 kms,Petrol,Manual
HYUNDAI SANTRO XINGGL,HYUNDAI,2010,"2,23,599",67770 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2,HYUNDAI,2009,"2,88,199",38304 kms,Petrol,Manual
HONDA CITYS MT PETROL,HONDA,2010,"4,19,099",86559 kms,Petrol,Manual
MARUTI CELERIOZXI AMT,MARUTI,2016,"4,36,899",58245 kms,Petrol,Automatic
MARUTI ALTOLXI,MARUTI,2008,"2,09,899",45812 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2013,"3,54,699",72925 kms,Petrol,Manual
MARUTI BALENODELTA 1.2 K12,MARUTI,2016,"6,18,899",13181 kms,Petrol,Manual
MARUTI WAGON R DUOLXI LPG,MARUTI,2009,"2,77,199",63067 kms,Petrol + LPG,Manual
MARUTI ALTO K10VXI,MARUTI,2014,"3,10,899",50599 kms,Petrol,Manual
MARUTI SX4VXI,MARUTI,2009,"2,25,099",48883 kms,Petrol,Manual
MARUTI IGNISZETA 1.3 DDIS,MARUTI,2017,"7,04,199",48110 kms,Diesel,Manual
RENAULT ,RENAULT,2018,"4,25,499",14176 kms,Petrol,
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2014,"5,23,699",41623 kms,Petrol,Manual
MARUTI SWIFTZXI PLUS AMT,MARUTI,2018,"6,82,399",11322 kms,Petrol,Manual
MARUTI ALTO K10VXI OPT,MARUTI,2018,"3,79,199",29928 kms,Petrol,Manual
HONDA CITYS MT PETROL,HONDA,2014,"6,15,799",20078 kms,Petrol,Manual
MARUTI SWIFT DZIREVDI ABS,MARUTI,2015,"6,07,399",44453 kms,Diesel,Manual
MARUTI WAGON RVXI BS III,MARUTI,2009,"2,89,299",46546 kms,Petrol,Manual
MARUTI ,MARUTI,2019,"5,12,299",19108 kms,Petrol,
MARUTI WAGON R 1.0VXI,MARUTI,2014,"3,95,699",62642 kms,Petrol,Manual
RENAULT ,RENAULT,2017,"4,65,599",35141 kms,Petrol,
HYUNDAI I10MAGNA 1.2,HYUNDAI,2009,"2,84,299",100339 kms,Petrol,Manual
MARUTI CELERIOZXI AMT,MARUTI,2017,"4,29,099",72907 kms,Petrol,Automatic
MARUTI ALTOLXI,MARUTI,2009,"2,55,399",38264 kms,Petrol,Manual
HYUNDAI I20SPORTZ 1.2 VTVT,HYUNDAI,2012,"4,74,599",32106 kms,Petrol,Manual
MARUTI BALENOALPHA 1.2 K12,MARUTI,2020,"8,29,899",11818 kms,Petrol,Manual
HYUNDAI GRAND I10ASTA 1.2 (O) VTVT,HYUNDAI,2015,"4,69,499",77606 kms,Petrol,Manual
HYUNDAI GRAND I10ASTA 1.2 (O) VTVT,HYUNDAI,2015,"5,29,899",43106 kms,Petrol,Manual
HYUNDAI GRAND I10SPORTS 1.2 VTVT,HYUNDAI,2016,"4,39,099",42021 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2012,"5,15,399",56862 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2012,"2,57,899",81811 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2013,"4,45,499",56566 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 KAPPA2,HYUNDAI,2013,"4,06,099",56861 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 KAPPA2,HYUNDAI,2012,"3,46,399",108611 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2010,"2,15,599",71122 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2015,"3,04,499",53989 kms,Petrol,Manual
HYUNDAI SANTRO XINGGLS,HYUNDAI,2009,"2,94,499",48772 kms,Petrol,Manual
HYUNDAI I20SPORTZ 1.2 O,HYUNDAI,2010,"3,80,199",77282 kms,Petrol,Manual
HYUNDAI XCENTSX 1.2 OPT,HYUNDAI,2014,"4,99,599",55503 kms,Petrol,Manual
HYUNDAI VERNAFLUIDIC 1.6 SX VTVT,HYUNDAI,2013,"5,74,899",51051 kms,Petrol,Manual
HYUNDAI NEW SANTRO1.1 SPORTS AMT,HYUNDAI,2019,"5,92,399",8560 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2 KAPPA2,HYUNDAI,2011,"3,24,699",71708 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2009,"2,50,199",24474 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2,HYUNDAI,2009,"3,06,099",48517 kms,Petrol,Manual
MARUTI ZEN ESTILOVXI,MARUTI,2011,"3,17,299",57429 kms,Petrol,Manual
HYUNDAI VERNAFLUIDIC 1.6 SX VTVT,HYUNDAI,2016,"7,14,899",21655 kms,Petrol,Manual
HYUNDAI I20SPORTZ 1.2 VTVT,HYUNDAI,2012,"4,34,899",61801 kms,Petrol,Manual
MARUTI RITZVXI BS IV,MARUTI,2013,"3,88,899",69878 kms,Petrol,Manual
HYUNDAI VERNAFLUIDIC 1.6 SX VTVT,HYUNDAI,2013,"5,33,299",42627 kms,Petrol,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2012,"5,24,499",60348 kms,Diesel,Manual
MARUTI SWIFTVXI,MARUTI,2014,"5,25,599",64976 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2009,"2,25,499",94064 kms,Petrol,Manual
HONDA CIVIC1.8S MT,HONDA,2008,"4,20,499",48249 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2011,"2,62,999",67419 kms,Petrol,Manual
HYUNDAI ELITE I20ASTA 1.4 CRDI,HYUNDAI,2014,"6,03,399",53506 kms,Diesel,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2014,"4,84,199",50960 kms,Petrol,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2014,"5,12,699",42772 kms,Petrol,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2012,"4,42,299",74010 kms,Diesel,Manual
MARUTI CELERIOZXI AMT,MARUTI,2017,"5,22,699",24647 kms,Petrol,Automatic
HYUNDAI I20MAGNA 1.2 VTVT,HYUNDAI,2009,"3,99,399",42118 kms,Petrol,Manual
HYUNDAI GRAND I10SPORTS 1.2 VTVT,HYUNDAI,2016,"5,38,499",25000 kms,Petrol,Manual
MARUTI RITZVXI BS IV,MARUTI,2014,"4,60,899",56793 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 AT KAPPA2,HYUNDAI,2013,"5,43,099",25060 kms,Petrol,Automatic
MARUTI ALTO K10VXI,MARUTI,2012,"2,36,499",68156 kms,Petrol,Manual
CHEVROLET SPARKLT 1.0,CHEVROLET,2010,"2,26,399",71080 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2010,"2,98,499",85650 kms,Petrol,Manual
MARUTI ,MARUTI,2015,"2,70,099",67455 kms,Petrol,
MARUTI SWIFTVXI,MARUTI,2011,"4,17,599",43723 kms,Petrol,Manual
MARUTI A STARVXI,MARUTI,2008,"2,07,399",60195 kms,Petrol,Manual
HYUNDAI SANTRO XINGGLS,HYUNDAI,2010,"2,27,599",73792 kms,Petrol + LPG,Manual
HYUNDAI ELITE I20ASTA 1.2,HYUNDAI,2018,"7,56,999",8700 kms,Petrol,Manual
VOLKSWAGEN POLOGT TDI 1.6 MT DIESEL,VOLKSWAGEN,2013,"5,43,299",79849 kms,Diesel,Manual
MARUTI EECO5 STR WITH AC PLUSHTR,MARUTI,2018,"4,18,599",31895 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2016,"4,29,199",30367 kms,Petrol,Manual
MARUTI BALENODELTA 1.2 K12,MARUTI,2019,"7,32,599",7010 kms,Petrol,Manual
MARUTI RITZVDI,MARUTI,2011,"3,48,799",116344 kms,Diesel,Manual
MARUTI DZIREVXI,MARUTI,2018,"6,47,199",21352 kms,Petrol,Manual
MARUTI ZEN ESTILOLXI,MARUTI,2009,"2,23,499",70598 kms,Petrol,Manual
MARUTI OMNI E8 STR,MARUTI,2018,"4,01,399",25066 kms,Petrol,Manual
MARUTI CELERIOVXI,MARUTI,2015,"4,23,299",48978 kms,Petrol,Manual
MARUTI A STARVXI,MARUTI,2010,"2,38,599",77711 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2009,"1,80,699",48989 kms,Petrol,Manual
HONDA WR-V1.2 I-VTEC VX MT,HONDA,2017,"8,09,099",31432 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2018,"6,30,499",34282 kms,Petrol,Manual
HYUNDAI I20ASTA 1.2,HYUNDAI,2009,"3,08,999",82548 kms,Petrol,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2013,"4,84,299",56518 kms,Petrol,Manual
HYUNDAI I20MAGNA O 1.2,HYUNDAI,2013,"4,82,699",40789 kms,Petrol,Manual
MAHINDRA ,MAHINDRA,2019,"10,89,399",30916 kms,Petrol,
MARUTI ALTOLXI,MARUTI,2011,"2,45,899",77395 kms,Petrol,Manual
FIAT PUNTO EVOEMOTION 1.3 MULTIJET,FIAT,2014,"5,28,299",49141 kms,Diesel,Manual
HYUNDAI GRAND I10ASTA 1.2 AT VTVT,HYUNDAI,2014,"5,88,199",21727 kms,Petrol,Automatic
HONDA AMAZE1.2 VXMT I VTEC,HONDA,2019,"7,60,499",15979 kms,Petrol,Manual
MARUTI EECO5 STR WITH AC PLUSHTR,MARUTI,2019,"4,70,799",24032 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2015,"5,46,599",43858 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2 KAPPA2,HYUNDAI,2010,"2,91,899",97299 kms,Petrol,Manual
FORD ECOSPORT1.0 ECOBOOST TITANIUM OPT,FORD,2017,"8,30,799",26280 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2019,"6,82,925",1355 kms,Petrol,Manual
MARUTI RITZVXI BS IV,MARUTI,2011,"3,49,699",76052 kms,Petrol,Manual
MARUTI EECO5 STR WITH AC PLUSHTR,MARUTI,2018,"4,32,599",62503 kms,Petrol,Manual
HYUNDAI ELITE I20MAGNA 1.2,HYUNDAI,2015,"5,58,199",52527 kms,Petrol,Manual
MARUTI A STARVXI,MARUTI,2009,"2,46,699",71441 kms,Petrol,Manual
HYUNDAI ELITE I201.2 SPORTS PLUS VTVT,HYUNDAI,2019,"7,43,099",11791 kms,Petrol,Manual
SKODA RAPIDELEGANCE 1.6 TDI MT,SKODA,2011,"5,03,399",52479 kms,Diesel,Manual
MARUTI BALENOZETA 1.2 K12,MARUTI,2017,"6,74,399",27748 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2014,"3,64,999",57275 kms,Petrol,Manual
MARUTI ALTO 800LXI OPT,MARUTI,2017,"3,72,799",37799 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2010,"2,46,099",76606 kms,Petrol,Manual
HONDA CITYV MT PETROL,HONDA,2009,"4,10,299",72313 kms,Petrol,Manual
RENAULT KWIDRXT OPT,RENAULT,2016,"3,41,299",53414 kms,Petrol,Manual
HONDA CITYVX MT PETROL,HONDA,2015,"7,78,099",68057 kms,Petrol,Manual
HYUNDAI GRAND I10SPORTZ 1.2 KAPPA VTVT,HYUNDAI,2015,"4,77,699",19346 kms,Petrol,Manual
HYUNDAI SANTRO XINGXO ERLX EURO III,HYUNDAI,2007,"1,98,299",69390 kms,Petrol,Manual
HONDA CITYV MT PETROL,HONDA,2017,"9,04,899",18094 kms,Petrol,Manual
VOLKSWAGEN POLOGT TSI 1.2 PETROL AT,VOLKSWAGEN,2016,"7,49,699",17430 kms,Petrol,Automatic
HYUNDAI I10SPORTZ 1.2,HYUNDAI,2009,"2,67,499",65199 kms,Petrol,Manual
MARUTI VITARA BREZZAZDI AMT,MARUTI,2019,"10,62,699",15297 kms,Diesel,Automatic
HYUNDAI ,HYUNDAI,2019,"8,49,399",10154 kms,Petrol,
HYUNDAI I20 ACTIVE1.4 SX,HYUNDAI,2016,"7,41,499",40598 kms,Diesel,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2015,"4,13,499",60595 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2016,"5,07,599",60553 kms,Petrol,Manual
MARUTI BALENOALPHA 1.2 K12,MARUTI,2016,"6,75,399",51483 kms,Petrol,Manual
HONDA JAZZ1.2 V MT,HONDA,2016,"7,02,599",27468 kms,Petrol,Manual
HYUNDAI XCENTS 1.2 OPT,HYUNDAI,2014,"4,72,599",79119 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2014,"3,95,299",48771 kms,Petrol,Manual
HYUNDAI I20MAGNA O 1.2,HYUNDAI,2010,"3,79,899",88825 kms,Petrol,Manual
HONDA AMAZE1.2 VXMT I VTEC,HONDA,2013,"5,14,099",62825 kms,Petrol,Manual
MARUTI SWIFT DZIRELDI BS IV,MARUTI,2011,"4,08,599",91825 kms,Diesel,Manual
HYUNDAI SANTRO XINGGL PLUS,HYUNDAI,2013,"2,47,399",71938 kms,Petrol,Manual
MARUTI ZEN ESTILOLXI,MARUTI,2010,"2,96,699",55639 kms,Petrol,Manual
VOLKSWAGEN POLOHIGHLINE1.5L DIESEL,VOLKSWAGEN,2015,"6,46,999",53527 kms,Diesel,Manual
MARUTI ERTIGAVDI ABS,MARUTI,2015,"6,65,999",53684 kms,Diesel,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2017,"6,01,999",42478 kms,Petrol,Manual
MARUTI OMNI5 SEATER,MARUTI,2015,"2,62,799",80931 kms,Petrol,Manual
MARUTI BALENOZETA 1.2 K12 AMT,MARUTI,2016,"6,83,299",45592 kms,Petrol,Automatic
HYUNDAI I10MAGNA 1.2 KAPPA2,HYUNDAI,2010,"3,16,099",84426 kms,Petrol,Manual
MARUTI SWIFTZXI+ BS IV,MARUTI,2018,"6,54,399",41912 kms,Petrol,Manual
RENAULT DUSTERRXL PETROL 104,RENAULT,2016,"7,52,399",26732 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2014,"3,83,799",67946 kms,Petrol,Manual
HYUNDAI SANTRO XINGGLS LPG,HYUNDAI,2008,"2,70,399",67394 kms,Petrol + LPG,Manual
MARUTI ERTIGAVDI ABS,MARUTI,2015,"6,90,499",51013 kms,Diesel,Manual
MARUTI SWIFTVXI,MARUTI,2014,"4,66,899",60963 kms,Petrol,Manual
HYUNDAI GRAND I10 NIOSSPORTZ 1.2 AT,HYUNDAI,2019,"7,41,799",4670 kms,Petrol,Automatic
MARUTI WAGON RVXI MINOR,MARUTI,2009,"2,63,299",63993 kms,Petrol,Manual
MARUTI CELERIOZXI,MARUTI,2018,"5,32,299",42638 kms,Petrol,Manual
HONDA CITYV MT PETROL,HONDA,2017,"8,67,499",18672 kms,Petrol,Manual
MARUTI SWIFTVDI,MARUTI,2014,"4,70,799",61970 kms,Diesel,Manual
MAHINDRA XUV500W6 4X2,MAHINDRA,2017,"12,04,299",51159 kms,Diesel,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2013,"3,77,299",65420 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2011,"3,02,699",94359 kms,Petrol,Manual
MAHINDRA E2OT2,MAHINDRA,2014,"2,46,699",67449 kms,Electric,Manual
RENAULT KWIDRXT OPT,RENAULT,2016,"3,56,699",57073 kms,Petrol + CNG,Manual
MARUTI ALTO K10VXI,MARUTI,2014,"3,52,899",115934 kms,Petrol,Manual
HONDA JAZZ1.2 V MT,HONDA,2016,"6,41,999",54525 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2008,"1,92,299",72819 kms,Petrol,Manual
DATSUN GO PLUST,DATSUN,2015,"3,17,399",58924 kms,Petrol,Manual
MG HECTORSHARP 2.0 DIESEL,MG,2019,"19,64,099",12138 kms,Diesel,Manual
MARUTI SWIFTVDI,MARUTI,2010,"3,06,799",147768 kms,Diesel,Manual
HYUNDAI ELITE I20MAGNA 1.2,HYUNDAI,2016,"6,07,199",47184 kms,Petrol,Manual
HONDA CITYVX (O) PETROL,HONDA,2015,"7,20,699",35576 kms,Petrol,Manual
MARUTI CELERIOZXI AMT,MARUTI,2015,"4,75,999",47139 kms,Petrol,Automatic
HYUNDAI SANTRO XINGGLS,HYUNDAI,2010,"2,72,399",97395 kms,Petrol,Manual
TATA ,TATA,2019,"5,94,499",34843 kms,Petrol,
MARUTI ERTIGAZDI SHVS,MARUTI,2015,"7,37,899",37447 kms,Diesel,Manual
MARUTI ALTOLXI,MARUTI,2009,"2,64,599",67415 kms,Petrol,Manual
